sample_index,sample_id,relative_path,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_m,bottom_depth_m,width_x_m,width_y_m,thickness_z_m,center_x_m,center_y_m,center_depth_m,density_contrast,body_volume_cells,body_size_group,density_group,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
111,prime_000111,samples/prime_000111.npz,36,42,37,51,4,11,6,14,7,40.0,110.0,60.0,140.0,70.0,385.0,435.0,75.0,0.2830797464335256,588,large,low,0.00023911462631076574,0.15032050013542175,0.008742449805140495,0.01962248794734478
112,prime_000112,samples/prime_000112.npz,38,53,23,39,8,11,15,16,3,80.0,110.0,150.0,160.0,30.0,450.0,305.0,95.0,0.5137743163746588,720,large,medium,0.0007566044805571437,0.17004287242889404,0.0183116402477026,0.030162114650011063
113,prime_000113,samples/prime_000113.npz,11,26,41,45,7,14,15,4,7,70.0,140.0,150.0,40.0,70.0,180.0,425.0,105.0,0.8024042050086405,420,medium,high,0.0005701543414033949,0.17528173327445984,0.016056103631854057,0.0275103859603405
114,prime_000114,samples/prime_000114.npz,36,47,13,25,7,10,11,12,3,70.0,100.0,110.0,120.0,30.0,410.0,185.0,85.0,0.5241094584521239,396,medium,medium,0.0003048931248486042,0.13521988689899445,0.010525439865887165,0.02041781321167946
115,prime_000115,samples/prime_000115.npz,21,35,45,53,3,6,14,8,3,30.0,60.0,140.0,80.0,30.0,275.0,485.0,45.0,0.36843153855522076,336,medium,low,9.960403258446604e-05,0.17854660749435425,0.007003052160143852,0.021367916837334633
116,prime_000116,samples/prime_000116.npz,31,39,42,50,2,4,8,8,2,20.0,40.0,80.0,80.0,20.0,345.0,455.0,30.0,0.22127035059642067,128,small,low,1.7262622350244783e-05,0.08322202414274216,0.0016774078831076622,0.007301834411919117
117,prime_000117,samples/prime_000117.npz,25,35,16,31,8,10,10,15,2,80.0,100.0,100.0,150.0,20.0,295.0,230.0,90.0,0.9531993715358082,300,medium,high,0.0006409232737496495,0.16141459345817566,0.014544299803674221,0.025801826268434525
118,prime_000118,samples/prime_000118.npz,15,27,30,37,3,5,12,7,2,30.0,50.0,120.0,70.0,20.0,205.0,330.0,40.0,0.2932170826247009,168,small,low,4.641198756871745e-05,0.09121384471654892,0.002851576078683138,0.009704711847007275
119,prime_000119,samples/prime_000119.npz,16,21,42,56,7,9,5,14,2,70.0,90.0,50.0,140.0,20.0,180.0,485.0,80.0,0.2776659164800962,140,small,low,4.304034882807173e-05,0.02940497361123562,0.0019576800987124443,0.004162902943789959
120,prime_000120,samples/prime_000120.npz,28,37,31,45,3,5,9,14,2,30.0,50.0,90.0,140.0,20.0,320.0,375.0,40.0,0.37743708990630054,252,small,low,0.00011114057269878685,0.1427360624074936,0.005524888169020414,0.017379743978381157
121,prime_000121,samples/prime_000121.npz,28,43,16,28,3,7,15,12,4,30.0,70.0,150.0,120.0,40.0,350.0,215.0,50.0,0.5171640860011446,720,large,medium,0.0004287665069568902,0.390391081571579,0.02100854553282261,0.05520318076014519
122,prime_000122,samples/prime_000122.npz,32,45,20,35,7,15,13,15,8,70.0,150.0,130.0,150.0,80.0,380.0,270.0,110.0,0.4999144841974817,1560,large,medium,0.0020783082582056522,0.3296298086643219,0.03764210641384125,0.05725634843111038
123,prime_000123,samples/prime_000123.npz,49,54,17,25,5,8,5,8,3,50.0,80.0,50.0,80.0,30.0,510.0,205.0,65.0,0.6753600136227651,120,small,medium,7.2393479058519e-05,0.10501570254564285,0.004267240408807993,0.01148511003702879
124,prime_000124,samples/prime_000124.npz,40,53,27,41,4,6,13,14,2,40.0,60.0,130.0,140.0,20.0,460.0,335.0,50.0,0.778624580829207,364,medium,high,0.00029184925369918346,0.2921602129936218,0.015886282548308372,0.041534122079610825
125,prime_000125,samples/prime_000125.npz,14,20,20,34,3,10,6,14,7,30.0,100.0,60.0,140.0,70.0,165.0,265.0,65.0,0.31212824125789274,588,large,low,0.00021960552840027958,0.20490503311157227,0.009866033680737019,0.02500048466026783
126,prime_000126,samples/prime_000126.npz,36,41,37,43,7,10,5,6,3,70.0,100.0,50.0,60.0,30.0,380.0,395.0,85.0,0.5396636756728826,90,small,medium,9.022036101669073e-05,0.04146972671151161,0.002503572963178158,0.005216352175921202
127,prime_000127,samples/prime_000127.npz,19,27,35,50,2,10,8,15,8,20.0,100.0,80.0,150.0,80.0,225.0,420.0,60.0,0.5636705152180349,960,large,medium,0.0006187203689478338,0.6110556125640869,0.029624324291944504,0.07775287330150604
128,prime_000128,samples/prime_000128.npz,37,53,39,55,5,10,16,16,5,50.0,100.0,160.0,160.0,50.0,445.0,465.0,75.0,0.6348035317320542,1280,large,medium,0.0009124731295742095,0.4866969585418701,0.04178745672106743,0.08270809799432755
129,prime_000129,samples/prime_000129.npz,31,40,25,35,5,11,9,10,6,50.0,110.0,90.0,100.0,60.0,350.0,295.0,80.0,0.9350872236031795,540,medium,high,0.00119374122004956,0.42214977741241455,0.026557540521025658,0.05589461326599121
130,prime_000130,samples/prime_000130.npz,18,27,23,32,8,13,9,9,5,80.0,130.0,90.0,90.0,50.0,220.0,270.0,105.0,0.6510627807675611,405,medium,medium,0.000606231449637562,0.14005659520626068,0.012852726504206657,0.021542269736528397
131,prime_000131,samples/prime_000131.npz,24,32,18,26,6,9,8,8,3,60.0,90.0,80.0,80.0,30.0,275.0,215.0,75.0,0.960527523562482,192,small,high,0.0003077967558056116,0.17571921646595,0.009750502184033394,0.021916264668107033
132,prime_000132,samples/prime_000132.npz,38,50,31,45,6,13,12,14,7,60.0,130.0,120.0,140.0,70.0,435.0,375.0,95.0,0.5670009262192246,1176,large,medium,0.0012386204907670617,0.3624517023563385,0.03312835842370987,0.05830145999789238
133,prime_000133,samples/prime_000133.npz,15,29,34,42,6,10,14,8,4,60.0,100.0,140.0,80.0,40.0,215.0,375.0,80.0,0.766832294365699,448,medium,high,0.0005781364161521196,0.2515747845172882,0.017872655764222145,0.03621040657162666
134,prime_000134,samples/prime_000134.npz,31,38,26,39,4,10,7,13,6,40.0,100.0,70.0,130.0,60.0,340.0,320.0,70.0,0.5595792964651363,546,medium,medium,0.0006951963878236711,0.2977506220340729,0.016495969146490097,0.03818456083536148
135,prime_000135,samples/prime_000135.npz,38,49,44,54,3,7,11,10,4,30.0,70.0,110.0,100.0,40.0,430.0,485.0,50.0,0.8376243153766256,440,medium,high,0.00027100311126559973,0.508359968662262,0.020436372607946396,0.060444992035627365
136,prime_000136,samples/prime_000136.npz,8,14,9,23,5,13,6,14,8,50.0,130.0,60.0,140.0,80.0,105.0,155.0,90.0,0.6342490825093868,672,large,medium,0.0004436763992998749,0.29605746269226074,0.02025303803384304,0.04228818789124489
137,prime_000137,samples/prime_000137.npz,8,15,11,27,4,9,7,16,5,40.0,90.0,70.0,160.0,50.0,110.0,185.0,65.0,0.7874770248421994,560,medium,high,0.00036603890475817025,0.41423889994621277,0.022997954860329628,0.05650360882282257
138,prime_000138,samples/prime_000138.npz,22,28,37,47,8,12,6,10,4,80.0,120.0,60.0,100.0,40.0,245.0,415.0,100.0,0.7364245738156744,240,small,high,0.00035497243516147137,0.1042252853512764,0.008700757287442684,0.015363582409918308
139,prime_000139,samples/prime_000139.npz,24,33,19,27,8,13,9,8,5,80.0,130.0,90.0,80.0,50.0,280.0,225.0,105.0,0.8209355796522528,360,medium,high,0.0007109834696166217,0.16010934114456177,0.014435159973800182,0.024275898933410645
140,prime_000140,samples/prime_000140.npz,19,35,42,47,5,10,16,5,5,50.0,100.0,160.0,50.0,50.0,265.0,440.0,75.0,0.3273729610752049,400,medium,low,0.00019595601770561188,0.10644714534282684,0.006881666835397482,0.014813486486673355
141,prime_000141,samples/prime_000141.npz,13,27,20,26,3,9,14,6,6,30.0,90.0,140.0,60.0,60.0,195.0,225.0,60.0,0.9574208191443585,504,medium,high,0.0005272044218145311,0.582575261592865,0.026354344561696053,0.06980860978364944
142,prime_000142,samples/prime_000142.npz,13,29,27,32,3,7,16,5,4,30.0,70.0,160.0,50.0,40.0,205.0,290.0,50.0,0.3556819208128067,320,medium,low,0.0001303598692175001,0.15373854339122772,0.0064163487404584885,0.01839379221200943
143,prime_000143,samples/prime_000143.npz,16,24,15,31,2,5,8,16,3,20.0,50.0,80.0,160.0,30.0,195.0,225.0,35.0,0.2260309704610071,384,medium,low,5.592869274551049e-05,0.14028353989124298,0.005069113336503506,0.017101004719734192
144,prime_000144,samples/prime_000144.npz,16,28,44,54,7,9,12,10,2,70.0,90.0,120.0,100.0,20.0,215.0,485.0,80.0,0.926801806215115,240,small,high,0.00026974265347234905,0.16114817559719086,0.011290890164673328,0.023423677310347557
145,prime_000145,samples/prime_000145.npz,15,27,29,37,3,11,12,8,8,30.0,110.0,120.0,80.0,80.0,205.0,325.0,70.0,0.8411932676830151,768,large,high,0.0010631551267579198,0.6776875257492065,0.034597136080265045,0.08355284482240677
146,prime_000146,samples/prime_000146.npz,25,36,30,40,4,6,11,10,2,40.0,60.0,110.0,100.0,20.0,300.0,345.0,50.0,0.7318093171151913,220,small,medium,0.00025173035101033747,0.21628262102603912,0.009135602042078972,0.02592027559876442
147,prime_000147,samples/prime_000147.npz,17,23,31,41,3,7,6,10,4,30.0,70.0,60.0,100.0,40.0,195.0,355.0,50.0,0.26310427219600163,240,small,low,6.632119038840756e-05,0.1108824610710144,0.00355742871761322,0.011168569326400757
148,prime_000148,samples/prime_000148.npz,29,36,21,26,2,10,7,5,8,20.0,100.0,70.0,50.0,80.0,320.0,230.0,60.0,0.8445751082678462,280,small,high,0.0003690921876113862,0.45996227860450745,0.013057279400527477,0.04030289873480797
149,prime_000149,samples/prime_000149.npz,31,44,24,33,5,8,13,9,3,50.0,80.0,130.0,90.0,30.0,370.0,280.0,65.0,0.4379169226234009,351,medium,low,0.0002658769953995943,0.14691637456417084,0.008381610736250877,0.019637946039438248
150,prime_000150,samples/prime_000150.npz,10,21,22,38,6,8,11,16,2,60.0,80.0,110.0,160.0,20.0,150.0,295.0,70.0,0.5983530392618857,352,medium,medium,0.0002808653807733208,0.15483690798282623,0.011103576980531216,0.023697005584836006
151,prime_000151,samples/prime_000151.npz,30,34,24,29,6,13,4,5,7,60.0,130.0,40.0,50.0,70.0,315.0,260.0,95.0,0.5491396593470299,140,small,medium,0.0002106905885739252,0.06074562668800354,0.0038875879254192114,0.0075699929147958755
152,prime_000152,samples/prime_000152.npz,32,40,17,33,8,13,8,16,5,80.0,130.0,80.0,160.0,50.0,355.0,245.0,105.0,0.9960422070839934,640,large,high,0.0016282597789540887,0.29801440238952637,0.031177934259176254,0.049535661935806274
153,prime_000153,samples/prime_000153.npz,26,37,47,56,7,15,11,9,8,70.0,150.0,110.0,90.0,80.0,310.0,510.0,110.0,0.26487196290683107,792,large,low,0.0003993982682004571,0.1046718955039978,0.009699174202978611,0.016549939289689064
154,prime_000154,samples/prime_000154.npz,13,22,23,27,7,12,9,4,5,70.0,120.0,90.0,40.0,50.0,170.0,245.0,95.0,0.24912984780048664,180,small,low,7.444531365763396e-05,0.030881118029356003,0.002212208230048418,0.0042432574555277824
155,prime_000155,samples/prime_000155.npz,19,31,40,56,6,14,12,16,8,60.0,140.0,120.0,160.0,80.0,245.0,475.0,100.0,0.3886859005079591,1536,large,low,0.0010012974962592125,0.2908748388290405,0.028757387772202492,0.04910343512892723
156,prime_000156,samples/prime_000156.npz,19,24,26,34,2,9,5,8,7,20.0,90.0,50.0,80.0,70.0,210.0,295.0,55.0,0.39732029941712926,280,small,low,0.0001423920039087534,0.22451521456241608,0.006205511745065451,0.019972331821918488
157,prime_000157,samples/prime_000157.npz,32,45,49,55,3,9,13,6,6,30.0,90.0,130.0,60.0,60.0,380.0,515.0,60.0,0.6799701266686105,468,medium,medium,0.00028915927396155894,0.4009561538696289,0.01706426590681076,0.04684404656291008
158,prime_000158,samples/prime_000158.npz,16,28,17,32,2,8,12,15,6,20.0,80.0,120.0,150.0,60.0,215.0,240.0,50.0,0.9875383295897903,1080,large,high,0.0010882115457206964,1.1470707654953003,0.060052815824747086,0.16162718832492828
159,prime_000159,samples/prime_000159.npz,23,28,29,36,2,10,5,7,8,20.0,100.0,50.0,70.0,80.0,250.0,320.0,60.0,0.7519863180626472,280,small,high,0.0003533081617206335,0.409537672996521,0.011646651662886143,0.0358785055577755
160,prime_000160,samples/prime_000160.npz,46,50,15,19,7,12,4,4,5,70.0,120.0,40.0,40.0,50.0,475.0,165.0,95.0,0.8642707157614239,80,small,high,8.859510853653774e-05,0.05220578610897064,0.0033333301544189453,0.00675632618367672
161,prime_000161,samples/prime_000161.npz,8,18,51,55,5,11,10,4,6,50.0,110.0,100.0,40.0,60.0,125.0,525.0,80.0,0.37590468056320436,240,small,low,7.780222949804738e-05,0.08537310361862183,0.004387623630464077,0.010480213910341263
162,prime_000162,samples/prime_000162.npz,10,17,9,15,7,15,7,6,8,70.0,150.0,70.0,60.0,80.0,130.0,115.0,110.0,0.8053660270337697,336,medium,high,0.0003284907143097371,0.15339979529380798,0.01196855865418911,0.022442054003477097
163,prime_000163,samples/prime_000163.npz,18,27,44,51,8,12,9,7,4,80.0,120.0,90.0,70.0,40.0,220.0,470.0,100.0,0.6331679547255264,252,small,medium,0.00025264910073019564,0.09404952079057693,0.0076925321482121944,0.013965307734906673
164,prime_000164,samples/prime_000164.npz,11,23,40,51,5,12,12,11,7,50.0,120.0,120.0,110.0,70.0,165.0,450.0,85.0,0.8455535404064082,924,large,high,0.0009678446222096682,0.5415705442428589,0.03907047584652901,0.07943685352802277
165,prime_000165,samples/prime_000165.npz,45,50,25,37,6,12,5,12,6,60.0,120.0,50.0,120.0,60.0,470.0,305.0,90.0,0.9691954922501234,360,medium,high,0.0006224769167602062,0.24724899232387543,0.017477484419941902,0.034404441714286804
166,prime_000166,samples/prime_000166.npz,24,34,31,45,8,11,10,14,3,80.0,110.0,100.0,140.0,30.0,285.0,375.0,95.0,0.5317393669613554,420,medium,medium,0.000555153121240437,0.1205970048904419,0.011246517300605774,0.019271383062005043
167,prime_000167,samples/prime_000167.npz,13,28,46,55,2,4,15,9,2,20.0,40.0,150.0,90.0,20.0,200.0,500.0,30.0,0.3516687433734134,270,small,low,4.037443068227731e-05,0.16596414148807526,0.005565823521465063,0.02026834338903427
168,prime_000168,samples/prime_000168.npz,15,31,28,40,5,12,16,12,7,50.0,120.0,160.0,120.0,70.0,225.0,335.0,85.0,0.624143440443679,1344,large,medium,0.001749200513586402,0.5019360184669495,0.04321608319878578,0.0803416520357132
169,prime_000169,samples/prime_000169.npz,42,49,22,37,6,9,7,15,3,60.0,90.0,70.0,150.0,30.0,450.0,290.0,75.0,0.585775525291496,315,medium,medium,0.00028632264002226293,0.14397332072257996,0.009684773162007332,0.020542891696095467
170,prime_000170,samples/prime_000170.npz,15,25,41,55,6,9,10,14,3,60.0,90.0,100.0,140.0,30.0,195.0,475.0,75.0,0.9662640475123956,420,medium,high,0.0004525182012002915,0.30456799268722534,0.020892847329378128,0.044678039848804474
171,prime_000171,samples/prime_000171.npz,31,41,19,30,6,10,10,11,4,60.0,100.0,100.0,110.0,40.0,355.0,240.0,80.0,0.9487293312991892,440,medium,high,0.0008088657632470131,0.3170633316040039,0.0218441653996706,0.044579364359378815
172,prime_000172,samples/prime_000172.npz,33,40,35,51,6,9,7,16,3,60.0,90.0,70.0,160.0,30.0,360.0,425.0,75.0,0.3932467122648656,336,medium,low,0.00021208813996054232,0.09991810470819473,0.006959397345781326,0.014524633064866066
173,prime_000173,samples/prime_000173.npz,39,44,19,31,6,13,5,12,7,60.0,130.0,50.0,120.0,70.0,410.0,245.0,95.0,0.5046142400955915,420,medium,medium,0.00041122231050394475,0.1401601880788803,0.010595464147627354,0.01980293169617653
174,prime_000174,samples/prime_000174.npz,26,33,18,23,2,8,7,5,6,20.0,80.0,70.0,50.0,60.0,290.0,200.0,50.0,0.7138043871748599,210,small,medium,0.00016648127348162234,0.35165008902549744,0.008458374999463558,0.029458044096827507
175,prime_000175,samples/prime_000175.npz,19,25,15,26,5,11,6,11,6,50.0,110.0,60.0,110.0,60.0,215.0,200.0,80.0,0.7605702884458869,396,medium,high,0.0004279303830116987,0.2641535997390747,0.015561589039862156,0.03393368050456047
176,prime_000176,samples/prime_000176.npz,27,39,19,31,8,16,12,12,8,80.0,160.0,120.0,120.0,80.0,325.0,245.0,120.0,0.598782993562587,1152,large,medium,0.0021701303776353598,0.2757394015789032,0.03247016295790672,0.04705626890063286
177,prime_000177,samples/prime_000177.npz,20,35,17,29,5,7,15,12,2,50.0,70.0,150.0,120.0,20.0,270.0,225.0,60.0,0.7455622047071516,360,medium,high,0.0003713265177793801,0.23361988365650177,0.014760706573724747,0.03426986187696457
178,prime_000178,samples/prime_000178.npz,25,40,26,38,2,8,15,12,6,20.0,80.0,150.0,120.0,60.0,320.0,315.0,50.0,0.8095665187953505,1080,large,high,0.001589898020029068,0.9403483867645264,0.04962264746427536,0.13236470520496368
179,prime_000179,samples/prime_000179.npz,27,37,34,43,4,7,10,9,3,40.0,70.0,100.0,90.0,30.0,315.0,380.0,55.0,0.4625691792394843,270,small,low,0.00019770656945183873,0.16607192158699036,0.006988984066992998,0.019274478778243065
180,prime_000180,samples/prime_000180.npz,22,32,37,48,4,11,10,11,7,40.0,110.0,100.0,110.0,70.0,265.0,420.0,75.0,0.37437862033366764,770,large,low,0.0004598381055984646,0.255810409784317,0.015216512605547905,0.03388650715351105
181,prime_000181,samples/prime_000181.npz,20,36,37,50,4,12,16,13,8,40.0,120.0,160.0,130.0,80.0,275.0,430.0,80.0,0.5594210193239976,1664,large,medium,0.0015825409209355712,0.591944694519043,0.04834987223148346,0.09465285390615463
182,prime_000182,samples/prime_000182.npz,10,23,33,45,4,6,13,12,2,40.0,60.0,130.0,120.0,20.0,160.0,385.0,50.0,0.7838700856881161,312,medium,high,0.00021287472918629646,0.27496522665023804,0.01365347858518362,0.037023499608039856
183,prime_000183,samples/prime_000183.npz,11,26,46,52,7,11,15,6,4,70.0,110.0,150.0,60.0,40.0,180.0,485.0,90.0,0.26224161723041817,360,medium,low,0.00011702527262968943,0.05848457291722298,0.004610495641827583,0.008903350681066513
184,prime_000184,samples/prime_000184.npz,8,18,11,22,3,8,10,11,5,30.0,80.0,100.0,110.0,50.0,125.0,160.0,55.0,0.9475915638230158,550,medium,high,0.0003589855623431504,0.6595279574394226,0.02810578979551792,0.0800555869936943
185,prime_000185,samples/prime_000185.npz,36,45,42,52,6,13,9,10,7,60.0,130.0,90.0,100.0,70.0,400.0,465.0,95.0,0.6901453368170548,630,large,medium,0.0006834551459178329,0.2807179093360901,0.021357137709856033,0.040486425161361694
186,prime_000186,samples/prime_000186.npz,30,39,41,48,7,9,9,7,2,70.0,90.0,90.0,70.0,20.0,340.0,440.0,80.0,0.9505881083442626,126,small,high,0.00020399219647515565,0.10056087374687195,0.006220260635018349,0.01323781255632639
187,prime_000187,samples/prime_000187.npz,34,38,39,52,2,6,4,13,4,20.0,60.0,40.0,130.0,40.0,355.0,450.0,40.0,0.820201725124565,208,small,high,0.00013733067316934466,0.36877208948135376,0.00984243769198656,0.03547320142388344
188,prime_000188,samples/prime_000188.npz,8,16,23,34,4,11,8,11,7,40.0,110.0,80.0,110.0,70.0,115.0,280.0,75.0,0.6120749938539531,616,large,medium,0.00045723014045506716,0.3577020466327667,0.019345052540302277,0.04544670879840851
189,prime_000189,samples/prime_000189.npz,14,30,28,33,6,11,16,5,5,60.0,110.0,160.0,50.0,50.0,215.0,300.0,85.0,0.259362874236947,400,medium,low,0.00021168275270611048,0.07008910179138184,0.005337659735232592,0.010319448076188564
190,prime_000190,samples/prime_000190.npz,14,29,22,35,3,6,15,13,3,30.0,60.0,150.0,130.0,30.0,210.0,280.0,45.0,0.21251611952392852,585,large,low,0.00012724800035357475,0.13403548300266266,0.007099875248968601,0.01933005079627037
191,prime_000191,samples/prime_000191.npz,8,16,41,53,3,11,8,12,8,30.0,110.0,80.0,120.0,80.0,115.0,465.0,70.0,0.388981309594171,768,large,low,0.00025630416348576546,0.3133736252784729,0.015321942046284676,0.03885601460933685
192,prime_000192,samples/prime_000192.npz,13,24,34,48,8,10,11,14,2,80.0,100.0,110.0,140.0,20.0,180.0,405.0,90.0,0.8656315104134638,308,medium,high,0.0004138960794080049,0.15098679065704346,0.013311516493558884,0.024210786446928978
193,prime_000193,samples/prime_000193.npz,41,48,12,26,7,11,7,14,4,70.0,110.0,70.0,140.0,40.0,440.0,185.0,90.0,0.7332589947671269,392,medium,medium,0.00040954825817607343,0.1796993911266327,0.014275952242314816,0.027128906920552254
194,prime_000194,samples/prime_000194.npz,28,42,28,43,5,13,14,15,8,50.0,130.0,140.0,150.0,80.0,345.0,350.0,90.0,0.4841873110354228,1680,large,medium,0.0020957456436008215,0.4465154707431793,0.04160450026392937,0.07346398383378983
195,prime_000195,samples/prime_000195.npz,13,25,22,37,5,11,12,15,6,50.0,110.0,120.0,150.0,60.0,185.0,290.0,80.0,0.6838138823127967,1080,large,medium,0.001244259881787002,0.48396533727645874,0.038251690566539764,0.07534938305616379
